exercise_id,name,target_muscle,body_part,equipment,secondary_muscles,instructions,image_endpoint,gif_url,local_gif_path,local_thumbnail_path
1700,Dumbbell Push Press,delts,shoulders,dumbbell,"triceps, core","Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder level. | Bend your knees slightly and dip your body down, then explosively extend your legs and press the dumbbells overhead. | Lock out your arms at the top of the movement, then lower the dumbbells back to shoulder level. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1700&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1700.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1700.jpg
1701,Medicine Ball Close Grip Push Up,triceps,upper arms,medicine ball,"chest, shoulders","Start in a high plank position with your hands on the medicine ball, shoulder-width apart. | Lower your body towards the ground by bending your elbows, keeping them close to your sides. | Push back up to the starting position, fully extending your arms. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1701&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1701.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1701.jpg
1705,Squat On Bosu Ball,quads,upper legs,bosu ball,"glutes, hamstrings, calves","Place the bosu ball on the ground with the flat side up. | Stand with your feet shoulder-width apart and position yourself on top of the bosu ball. | Lower your body down by bending your knees and hips, as if sitting back into a chair. | Keep your chest up and your weight on your heels. | Lower yourself until your thighs are parallel to the ground. | Pause for a moment, then push through your heels to return to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1705&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1705.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1705.jpg
1707,Prone Twist On Stability Ball,abs,waist,stability ball,"obliques, lower back","Start by lying face down on a stability ball with your feet shoulder-width apart and your toes touching the ground. | Place your hands behind your head or cross them over your chest. | Engage your core muscles and slowly lift your upper body off the ball, keeping your back straight. | Rotate your torso to one side, bringing your shoulder towards your hip. Keep your hips and legs stable throughout the movement. | Pause for a moment, then return to the starting position. | Repeat the rotation to the other side. | Continue alternating sides for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1707&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1707.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1707.jpg
1708,Assisted Lying Calves Stretch,calves,lower legs,assisted,hamstrings,"Lie on your back with your legs extended. | Bend one knee and place your foot flat on the ground. | Using your hands or a towel, gently pull your toes towards your body, feeling a stretch in your calf. | Hold the stretch for 20-30 seconds. | Release the stretch and repeat on the other leg.",https://exercisedb.p.rapidapi.com/image?exerciseId=1708&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1708.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1708.jpg
1709,Assisted Lying Glutes Stretch,glutes,upper legs,assisted,hamstrings,"Lie on your back with your legs extended. | Bend your right knee and place your right ankle on your left thigh, just above the knee. | Grasp your left thigh with both hands and gently pull it towards your chest. | Hold the stretch for 20-30 seconds. | Release and repeat on the other side.",https://exercisedb.p.rapidapi.com/image?exerciseId=1709&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1709.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1709.jpg
1710,Assisted Lying Gluteus And Piriformis Stretch,glutes,upper legs,assisted,hamstrings,"Lie on your back with your legs extended. | Bend your right knee and place your right ankle on your left thigh, just above the knee. | Grasp your left thigh with both hands and gently pull it towards your chest. | Hold the stretch for 20-30 seconds. | Release the stretch and repeat on the other side.",https://exercisedb.p.rapidapi.com/image?exerciseId=1710&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1710.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1710.jpg
1712,Assisted Side Lying Adductor Stretch,adductors,upper legs,assisted,"hamstrings, glutes","Lie on your side with your legs straight and stacked on top of each other. | Bend your bottom leg slightly for stability. | Place your top foot on a stable surface, such as a bench or step. | Keeping your top leg straight, slowly lower it towards the ground, feeling a stretch in your inner thigh. | Hold the stretch for 20-30 seconds. | Return to the starting position and repeat on the other side.",https://exercisedb.p.rapidapi.com/image?exerciseId=1712&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1712.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1712.jpg
1713,Assisted Prone Lying Quads Stretch,quads,upper legs,assisted,"hamstrings, glutes","Lie face down on the ground with your legs extended. | Bend your left knee and reach back with your left hand to grab your left foot or ankle. | Gently pull your left foot towards your glutes, feeling a stretch in your left quad. | Hold the stretch for 20-30 seconds, then release. | Repeat with your right leg.",https://exercisedb.p.rapidapi.com/image?exerciseId=1713&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1713.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1713.jpg
1714,Assisted Prone Rectus Femoris Stretch,abs,waist,assisted,quadriceps,"Lie face down on the ground with your legs straight. | Bend your right knee and reach back with your right hand to grab your right foot or ankle. | Gently pull your right foot or ankle towards your glutes, feeling a stretch in the front of your right thigh. | Hold the stretch for 20-30 seconds. | Release and repeat on the other side.",https://exercisedb.p.rapidapi.com/image?exerciseId=1714&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1714.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1714.jpg
1716,Assisted Seated Pectoralis Major Stretch With Stability Ball,pectorals,chest,assisted,"shoulders, triceps","Sit on a stability ball with your feet flat on the ground and your back straight. | Hold a stability ball with both hands and extend your arms straight out in front of you. | Slowly lower the stability ball towards your chest, feeling a stretch in your pectoral muscles. | Hold the stretch for a few seconds, then slowly return to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1716&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1716.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1716.jpg
1717,Cable Squat Row (With Rope Attachment),lats,back,cable,"biceps, rhomboids, rear deltoids","Attach a rope to a cable machine at waist height. | Stand facing the cable machine with your feet shoulder-width apart. | Bend your knees and lower your body into a squat position, keeping your back straight and chest up. | Grasp the rope with an overhand grip, with your hands shoulder-width apart. | Engage your core and pull the rope towards your body, squeezing your shoulder blades together. | Keep your elbows close to your body and continue pulling until your hands reach your chest. | Pause for a moment at the top of the movement, then slowly release the rope and extend your arms back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1717&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1717.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1717.jpg
1718,Barbell Seated Close Grip Behind Neck Triceps Extension,triceps,upper arms,barbell,shoulders,"Sit on a bench with your back straight and feet flat on the ground. | Hold the barbell with a close grip behind your neck, palms facing forward. | Keep your elbows close to your head and slowly lower the barbell towards the back of your head. | Pause for a moment, then extend your arms back up to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1718&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1718.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1718.jpg
1719,Barbell Incline Close Grip Bench Press,triceps,upper arms,barbell,"chest, shoulders","Set up an incline bench at a 45-degree angle. | Lie down on the bench with your feet flat on the ground. | Grasp the barbell with a close grip, slightly narrower than shoulder-width apart. | Unrack the barbell and lower it slowly towards your chest, keeping your elbows close to your body. | Pause for a moment when the barbell touches your chest. | Push the barbell back up to the starting position, fully extending your arms. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1719&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1719.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1719.jpg
1720,Barbell Lying Back Of The Head Tricep Extension,triceps,upper arms,barbell,shoulders,"Lie flat on a bench with your feet flat on the ground and your head at the end of the bench. | Hold a barbell with an overhand grip, hands shoulder-width apart, and extend your arms straight up over your chest. | Keeping your upper arms stationary, slowly lower the barbell behind your head by bending your elbows. | Pause for a moment, then extend your arms back up to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1720&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1720.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1720.jpg
1721,Barbell Reverse Grip Skullcrusher,triceps,upper arms,barbell,forearms,"Lie flat on a bench with your feet flat on the ground and your head at the end of the bench. | Hold the barbell with a reverse grip, palms facing towards your face, and your hands shoulder-width apart. | Extend your arms straight up over your chest, keeping your elbows in and your wrists straight. | Slowly lower the barbell towards your forehead by bending your elbows, keeping your upper arms stationary. | Pause for a moment at the bottom, then extend your arms back up to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=1721&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/1721.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/1721.jpg
